3.00000E-03	1.473E+03	1.361E+03
4.00000E-03	7.037E+02	6.626E+02
5.00000E-03	3.901E+02	3.711E+02
6.00000E-03	2.384E+02	2.282E+02
8.00000E-03	1.075E+02	1.034E+02
1.00000E-02	5.725E+01	5.510E+01
1.50000E-02	1.784E+01	1.700E+01
2.00000E-02	7.739E+00	7.227E+00
3.00000E-02	2.425E+00	2.114E+00
4.00000E-02	1.117E+00	8.756E-01
5.00000E-02	6.483E-01	4.433E-01
6.00000E-02	4.395E-01	2.570E-01
8.00000E-02	2.696E-01	1.148E-01
1.00000E-01	2.050E-01	6.745E-02
1.50000E-01	1.480E-01	3.639E-02
2.00000E-01	1.266E-01	3.067E-02
3.00000E-01	1.054E-01	2.898E-02
4.00000E-01	9.311E-02	2.887E-02
5.00000E-01	8.453E-02	2.874E-02
6.00000E-01	7.795E-02	2.847E-02
8.00000E-01	6.826E-02	2.767E-02
