1.00000E-03	2.628E+03	2.623E+03
1.03542E-03	2.392E+03	2.387E+03
1.07210E-03	2.176E+03	2.171E+03
1.07211E-03	2.182E+03	2.177E+03
1.50000E-03	8.622E+02	8.601E+02
2.00000E-03	3.800E+02	3.787E+02
2.47200E-03	2.053E+02	2.043E+02
2.47201E-03	2.072E+02	2.060E+02
2.64140E-03	1.707E+02	1.696E+02
2.82240E-03	1.405E+02	1.396E+02
2.82241E-03	1.420E+02	1.409E+02
3.00000E-03	1.188E+02	1.178E+02
4.00000E-03	5.054E+01	4.983E+01
5.00000E-03	2.587E+01	2.531E+01
6.00000E-03	1.494E+01	1.446E+01
8.00000E-03	6.300E+00	5.917E+00
1.00000E-02	3.268E+00	2.935E+00
1.50000E-02	1.083E+00	8.103E-01
2.00000E-02	5.677E-01	3.251E-01
3.00000E-02	3.063E-01	9.495E-02
4.00000E-02	2.396E-01	4.575E-02
5.00000E-02	2.123E-01	3.085E-02
6.00000E-02	1.974E-01	2.567E-02
8.00000E-02	1.800E-01	2.358E-02
1.00000E-01	1.688E-01	2.433E-02
1.50000E-01	1.500E-01	2.737E-02
2.00000E-01	1.368E-01	2.959E-02
3.00000E-01	1.187E-01	3.194E-02
