1.00000E-03	4.823E+03	4.797E+03
1.50000E-03	1.672E+03	1.664E+03
2.00000E-03	7.601E+02	7.567E+02
3.00000E-03	2.411E+02	2.396E+02
4.00000E-03	1.045E+02	1.035E+02
5.00000E-03	5.409E+01	5.329E+01
6.00000E-03	3.142E+01	3.077E+01
8.00000E-03	1.327E+01	1.278E+01
1.00000E-02	6.805E+00	6.408E+00
1.50000E-02	2.088E+00	1.796E+00
2.00000E-02	9.667E-01	7.221E-01
3.00000E-02	4.025E-01	2.022E-01
4.00000E-02	2.647E-01	8.674E-02
5.00000E-02	2.132E-01	4.943E-02
6.00000E-02	1.880E-01	3.470E-02
8.00000E-02	1.632E-01	2.523E-02
1.00000E-01	1.500E-01	2.335E-02
1.50000E-01	1.310E-01	2.424E-02
2.00000E-01	1.189E-01	2.579E-02
3.00000E-01	1.027E-01	2.763E-02
4.00000E-01	9.187E-02	2.836E-02
5.00000E-01	8.380E-02	2.852E-02
6.00000E-01	7.747E-02	2.838E-02
8.00000E-01	6.803E-02	2.771E-02
1.00000E+00	6.115E-02	2.681E-02
1.25000E+00	5.469E-02	2.562E-02
1.50000E+00	4.979E-02	2.448E-02
2.00000E+00	4.280E-02	2.255E-02
3.00000E+00	3.456E-02	1.984E-02
4.00000E+00	2.981E-02	1.809E-02
5.00000E+00	2.674E-02	1.690E-02
6.00000E+00	2.460E-02	1.606E-02
8.00000E+00	2.185E-02	1.496E-02
1.00000E+01	2.020E-02	1.430E-02
1.50000E+01	1.811E-02	1.346E-02
2.00000E+01	1.722E-02	1.310E-02
