3.00000E-03	1.118E+03	1.074E+03
4.00000E-03	5.242E+02	5.079E+02
5.00000E-03	2.860E+02	2.782E+02
6.00000E-03	1.726E+02	1.682E+02
8.00000E-03	7.660E+01	7.457E+01
1.00000E-02	4.035E+01	3.912E+01
1.50000E-02	1.239E+01	1.179E+01
2.00000E-02	5.352E+00	4.939E+00
3.00000E-02	1.700E+00	1.422E+00
4.00000E-02	8.096E-01	5.850E-01
5.00000E-02	4.916E-01	2.965E-01
6.00000E-02	3.494E-01	1.735E-01
8.00000E-02	2.324E-01	8.083E-02
1.00000E-01	1.865E-01	5.068E-02
1.50000E-01	1.432E-01	3.188E-02
2.00000E-01	1.250E-01	2.899E-02
3.00000E-01	1.055E-01	2.870E-02
4.00000E-01	9.359E-02	2.892E-02
5.00000E-01	8.511E-02	2.891E-02
6.00000E-01	7.854E-02	2.869E-02
8.00000E-01	6.884E-02	2.793E-02
