1.00000E-03	2.211E+03	2.209E+03
1.50000E-03	7.002E+02	6.990E+02
2.00000E-03	3.026E+02	3.016E+02
3.00000E-03	9.033E+01	8.963E+01
4.00000E-03	3.778E+01	3.723E+01
5.00000E-03	1.912E+01	1.866E+01
6.00000E-03	1.095E+01	1.054E+01
8.00000E-03	4.576E+00	4.242E+00
1.00000E-02	2.373E+00	2.078E+00
1.50000E-02	8.071E-01	5.627E-01
2.00000E-02	4.420E-01	2.238E-01
3.00000E-02	2.562E-01	6.614E-02
4.00000E-02	2.076E-01	3.343E-02
5.00000E-02	1.871E-01	2.397E-02
6.00000E-02	1.753E-01	2.098E-02
8.00000E-02	1.610E-01	2.037E-02
1.00000E-01	1.514E-01	2.147E-02
1.50000E-01	1.347E-01	2.449E-02
2.00000E-01	1.229E-01	2.655E-02
3.00000E-01	1.066E-01	2.870E-02
4.00000E-01	9.546E-02	2.950E-02
5.00000E-01	8.715E-02	2.969E-02
6.00000E-01	8.058E-02	2.956E-02
8.00000E-01	7.076E-02	2.885E-02
