1.00000E-03	2.911E+03	2.905E+03
1.50000E-03	9.536E+02	9.513E+02
2.00000E-03	4.206E+02	4.192E+02
3.00000E-03	1.288E+02	1.279E+02
4.00000E-03	5.466E+01	5.398E+01
5.00000E-03	2.792E+01	2.737E+01
6.00000E-03	1.608E+01	1.561E+01
8.00000E-03	6.750E+00	6.370E+00
1.00000E-02	3.481E+00	3.153E+00
1.50000E-02	1.132E+00	8.668E-01
2.00000E-02	5.798E-01	3.462E-01
3.00000E-02	3.009E-01	9.972E-02
4.00000E-02	2.304E-01	4.695E-02
5.00000E-02	2.020E-01	3.082E-02
6.00000E-02	1.868E-01	2.508E-02
8.00000E-02	1.695E-01	2.247E-02
1.00000E-01	1.586E-01	2.297E-02
1.50000E-01	1.406E-01	2.567E-02
2.00000E-01	1.282E-01	2.772E-02
3.00000E-01	1.111E-01	2.990E-02
4.00000E-01	9.947E-02	3.073E-02
5.00000E-01	9.079E-02	3.093E-02
6.00000E-01	8.395E-02	3.079E-02
8.00000E-01	7.372E-02	3.005E-02
1.00000E+00	6.628E-02	2.909E-02
