2.00000E-03	2.263E+03	2.204E+03
3.00000E-03	7.880E+02	7.732E+02
4.00000E-03	3.605E+02	3.545E+02
5.00000E-03	1.934E+02	1.902E+02
6.00000E-03	1.153E+02	1.133E+02
8.00000E-03	5.033E+01	4.918E+01
1.00000E-02	2.623E+01	2.543E+01
1.50000E-02	7.955E+00	7.487E+00
2.00000E-02	3.441E+00	3.094E+00
3.00000E-02	1.128E+00	8.778E-01
4.00000E-02	5.685E-01	3.601E-01
5.00000E-02	3.681E-01	1.840E-01
6.00000E-02	2.778E-01	1.099E-01
8.00000E-02	2.018E-01	5.511E-02
1.00000E-01	1.704E-01	3.794E-02
1.50000E-01	1.378E-01	2.827E-02
2.00000E-01	1.223E-01	2.745E-02
3.00000E-01	1.042E-01	2.816E-02
4.00000E-01	9.276E-02	2.862E-02
5.00000E-01	8.445E-02	2.868E-02
6.00000E-01	7.802E-02	2.851E-02
