4.00000E-03	8.161E+01	8.030E+01
5.00000E-03	4.224E+01	4.135E+01
6.00000E-03	2.456E+01	2.389E+01
8.00000E-03	1.042E+01	9.935E+00
1.00000E-02	5.379E+00	4.987E+00
1.50000E-02	1.699E+00	1.402E+00
2.00000E-02	8.230E-01	5.663E-01
3.00000E-02	3.790E-01	1.616E-01
4.00000E-02	2.688E-01	7.216E-02
5.00000E-02	2.264E-01	4.360E-02
6.00000E-02	2.048E-01	3.264E-02
8.00000E-02	1.823E-01	2.617E-02
1.00000E-01	1.693E-01	2.545E-02
1.50000E-01	1.492E-01	2.745E-02
2.00000E-01	1.358E-01	2.942E-02
3.00000E-01	1.175E-01	3.164E-02
4.00000E-01	1.052E-01	3.249E-02
5.00000E-01	9.598E-02	3.269E-02
6.00000E-01	8.873E-02	3.254E-02
