5.00000E-03	6.026E+02	5.373E+02
6.00000E-03	3.731E+02	3.387E+02
8.00000E-03	1.726E+02	1.600E+02
1.00000E-02	9.341E+01	8.744E+01
1.50000E-02	2.979E+01	2.804E+01
2.00000E-02	1.306E+01	1.220E+01
3.00000E-02	4.080E+00	3.665E+00
4.00000E-02	1.830E+00	1.538E+00
5.00000E-02	1.019E+00	7.822E-01
6.00000E-02	6.578E-01	4.520E-01
8.00000E-02	3.656E-01	1.958E-01
1.00000E-01	2.571E-01	1.085E-01
1.50000E-01	1.674E-01	4.876E-02
2.00000E-01	1.376E-01	3.639E-02
3.00000E-01	1.116E-01	3.146E-02
4.00000E-01	9.783E-02	3.060E-02
5.00000E-01	8.851E-02	3.019E-02
6.00000E-01	8.148E-02	2.979E-02
8.00000E-01	7.122E-02	2.884E-02
1.00000E+00	6.388E-02	2.780E-02
