2.00000E-03	1.521E+03	1.504E+03
3.00000E-03	5.070E+02	5.023E+02
4.00000E-03	2.261E+02	2.238E+02
5.00000E-03	1.194E+02	1.178E+02
6.00000E-03	7.030E+01	6.915E+01
8.00000E-03	3.018E+01	2.941E+01
1.00000E-02	1.557E+01	1.499E+01
1.50000E-02	4.694E+00	4.313E+00
2.00000E-02	2.057E+00	1.759E+00
3.00000E-02	7.197E-01	4.928E-01
4.00000E-02	3.969E-01	2.031E-01
5.00000E-02	2.804E-01	1.063E-01
6.00000E-02	2.268E-01	6.625E-02
8.00000E-02	1.796E-01	3.761E-02
1.00000E-01	1.585E-01	2.931E-02
1.50000E-01	1.335E-01	2.579E-02
2.00000E-01	1.199E-01	2.635E-02
3.00000E-01	1.029E-01	2.771E-02
4.00000E-01	9.185E-02	2.833E-02
5.00000E-01	8.372E-02	2.845E-02
6.00000E-01	7.736E-02	2.830E-02
8.00000E-01	6.788E-02	2.760E-02
